Dataset,Run_ID,Variant,Variant_Raw,Taildrop_Pct,Model,N_Seeds,Seeds,Number_Users,Number_Items,Number_Interactions,Density,Sparsity,Avg_User_Degree,Avg_Item_Degree,Precision@10_mean,Precision@10_sd,Precision@10_text,Recall@10_mean,Recall@10_sd,Recall@10_text,NDCG@10_mean,NDCG@10_sd,NDCG@10_text,MRR@10_mean,MRR@10_sd,MRR@10_text,Coverage@10_mean,Coverage@10_sd,Coverage@10_text,CatalogItems_mean,CatalogItems_sd,CatalogItems_text,UniqueRecItems@10_mean,UniqueRecItems@10_sd,UniqueRecItems@10_text,ItemCV@10_mean,ItemCV@10_sd,ItemCV@10_text,UserCoverage@10_mean,UserCoverage@10_sd,UserCoverage@10_text,EEL@10_mean,EEL@10_sd,EEL@10_text,RecGini_mean,RecGini_sd,RecGini_text,RecEntropy_mean,RecEntropy_sd,RecEntropy_text,1-Gini@10_mean,1-Gini@10_sd,1-Gini@10_text,ARP@10_mean,ARP@10_sd,ARP@10_text,APLT@10_mean,APLT@10_sd,APLT@10_text,LTShare@10_mean,LTShare@10_sd,LTShare@10_text,EPC@10_mean,EPC@10_sd,EPC@10_text,EFD@10_mean,EFD@10_sd,EFD@10_text,EPC_rel@10_mean,EPC_rel@10_sd,EPC_rel@10_text,EFD_rel@10_mean,EFD_rel@10_sd,EFD_rel@10_text,ILS_mean,ILS_sd,ILS_text,Diversity_mean,Diversity_sd,Diversity_text
Steam,steam_aggtail_20260512_145058,TD80,aggtail_td80,0.80,MultiVAE,3,"42,43,44",20000,3042,142529,0.00234269,0.99765731,7.12645,46.8537146614,0.0136557347,0.0000227866,0.0137 ± 0.0000,0.1365573467,0.0002278665,0.1366 ± 0.0002,0.0715375582,0.0001987319,0.0715 ± 0.0002,0.0518020139,0.0001609485,0.0518 ± 0.0002,0.0757675439,0.0100710197,0.0758 ± 0.0101,3040,0,3040.0000 ± 0.0000,230.3333333333,30.6159000085,230.3333 ± 30.6159,9.0428540601,0.0775996342,9.0429 ± 0.0776,0.1365573467,0.0002278665,0.1366 ± 0.0002,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000,0,0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD40,aggtail_td40,0.40,BPR,3,"42,43,44",12834,382342,13088089,0.00266724,0.99733276,1019.7981143837,34.2313661591,0.03668459200374094,0.0005105270434155555,0.0367 ± 0.0005,0.3668459200374094,0.005105270434155489,0.3668 ± 0.0051,0.2110223655894926,0.002978560166078119,0.2110 ± 0.0030,0.16342851864635044,0.0023153896518809847,0.1634 ± 0.0023,0.14847265885864838,0.0020975794615398216,0.1485 ± 0.0021,382342.0,0.0,382342.0000 ± 0.0000,56767.333333333336,801.9927264840587,56767.3333 ± 801.9927,3.726090393161492,0.03532469943147883,3.7261 ± 0.0353,0.3668459200374094,0.005105270434155489,0.3668 ± 0.0051,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD40,aggtail_td40,0.40,ItemKNN,3,"42,43,44",12834,382342,13088089,0.00266724,0.99733276,1019.7981143837,34.2313661591,0.07470968747564492,4.867117136933207e-05,0.0747 ± 0.0000,0.7470968747564491,0.00048671171369329844,0.7471 ± 0.0005,0.6104176892173039,0.0007479538213620438,0.6104 ± 0.0007,0.5668197557255308,0.001126436156318892,0.5668 ± 0.0011,0.19201831519076293,0.0006347129703286068,0.1920 ± 0.0006,382342.0,0.0,382342.0000 ± 0.0000,73416.66666666667,242.67742650138075,73416.6667 ± 242.6774,3.513426351488134,0.018892490538584248,3.5134 ± 0.0189,0.7470968747564491,0.00048671171369329844,0.7471 ± 0.0005,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD40,aggtail_td40,0.40,LightGCN,3,"42,43,44",12834,382342,13088089,0.00266724,0.99733276,1019.7981143837,34.2313661591,0.04032681266723819,7.884026137475705e-05,0.0403 ± 0.0001,0.40326812667238193,0.0007884026137476086,0.4033 ± 0.0008,0.23817525194464842,0.0008014915238475741,0.2382 ± 0.0008,0.18755453991016302,0.0009053496372649805,0.1876 ± 0.0009,0.15623795798874654,0.00017151379350582204,0.1562 ± 0.0002,382342.0,0.0,382342.0000 ± 0.0000,59736.333333333336,65.57692683660335,59736.3333 ± 65.5769,3.5277607984840915,0.007272413849487231,3.5278 ± 0.0073,0.40326812667238193,0.0007884026137476086,0.4033 ± 0.0008,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD40,aggtail_td40,0.40,NeuMF,3,"42,43,44",12834,382342,13088089,0.00266724,0.99733276,1019.7981143837,34.2313661591,0.04279739173356195,0.0001269507881731294,0.0428 ± 0.0001,0.42797391733561946,0.001269507881731301,0.4280 ± 0.0013,0.24611292476243776,0.001668996387252898,0.2461 ± 0.0017,0.19054349811695304,0.001827384395397297,0.1905 ± 0.0018,0.20410871244418174,0.0025526540401115167,0.2041 ± 0.0026,382342.0,0.0,382342.0000 ± 0.0000,78039.33333333333,975.9868510043204,78039.3333 ± 975.9869,2.612956286267981,0.05145458035124933,2.6130 ± 0.0515,0.42797391733561946,0.001269507881731301,0.4280 ± 0.0013,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD40,aggtail_td40,0.40,MultiVAE,3,"42,43,44",12834,382342,13088089,0.00266724,0.99733276,1019.7981143837,34.2313661591,0.021770191982957942,0.001823280728444801,0.0218 ± 0.0018,0.2177019198295794,0.018232807284448014,0.2177 ± 0.0182,0.12466638379297346,0.012321534207506972,0.1247 ± 0.0123,0.09637475830484948,0.010520437890367301,0.0964 ± 0.0105,0.05303018414578222,0.010753921183126772,0.0530 ± 0.0108,382342.0,0.0,382342.0000 ± 0.0000,20275.666666666668,4111.675732999057,20275.6667 ± 4111.6757,6.010914914066859,0.5798777805619433,6.0109 ± 0.5799,0.2177019198295794,0.018232807284448014,0.2177 ± 0.0182,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD60,aggtail_td60,0.60,BPR,3,"42,43,44",12834,254894,11779371,0.00360081,0.99639919,917.8253856942,46.2128218004,0.03351003014239684,0.00010144070936463666,0.0335 ± 0.0001,0.3351003014239684,0.0010144070936463389,0.3351 ± 0.0010,0.190352677193007,0.0013630965546615225,0.1904 ± 0.0014,0.14615886544480247,0.001728528385080065,0.1462 ± 0.0017,0.19756709324921995,0.0015094141300177806,0.1976 ± 0.0015,254894.0,0.0,254894.0000 ± 0.0000,50358.666666666664,384.7406052567547,50358.6667 ± 384.7406,3.4245318040876733,0.023836519647337115,3.4245 ± 0.0238,0.3351003014239684,0.0010144070936463389,0.3351 ± 0.0010,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD60,aggtail_td60,0.60,ItemKNN,3,"42,43,44",12834,254894,11779371,0.00360081,0.99639919,917.8253856942,46.2128218004,0.07294719883587984,6.349023865955885e-05,0.0729 ± 0.0001,0.7294719883587985,0.0006349023865955211,0.7295 ± 0.0006,0.5833430654928066,0.0008805528693808905,0.5833 ± 0.0009,0.5369215798608532,0.0010376052107893092,0.5369 ± 0.0010,0.27924679801538416,0.0008216488521212417,0.2792 ± 0.0008,254894.0,0.0,254894.0000 ± 0.0000,71178.33333333333,209.43336251259882,71178.3333 ± 209.4334,2.9310714258586406,0.012032277213076545,2.9311 ± 0.0120,0.7294719883587985,0.0006349023865955211,0.7295 ± 0.0006,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD60,aggtail_td60,0.60,LightGCN,3,"42,43,44",12834,254894,11779371,0.00360081,0.99639919,917.8253856942,46.2128218004,0.036422929009458475,0.00025431962858573715,0.0364 ± 0.0003,0.3642292900945847,0.0025431962858574364,0.3642 ± 0.0025,0.2108275476965836,0.0020832375447192857,0.2108 ± 0.0021,0.1638792889397037,0.002006138981861085,0.1639 ± 0.0020,0.20576134916213537,0.0009907327994246441,0.2058 ± 0.0010,254894.0,0.0,254894.0000 ± 0.0000,52447.333333333336,252.53184617654236,52447.3333 ± 252.5318,3.2223892742005424,0.007673721677926982,3.2224 ± 0.0077,0.3642292900945847,0.0025431962858574364,0.3642 ± 0.0025,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD60,aggtail_td60,0.60,NeuMF,3,"42,43,44",12834,254894,11779371,0.00360081,0.99639919,917.8253856942,46.2128218004,0.040156948342168174,0.0003013455557144718,0.0402 ± 0.0003,0.4015694834216817,0.0030134555571447387,0.4016 ± 0.0030,0.2273427564699152,0.0011409101729575977,0.2273 ± 0.0011,0.17418375684473286,0.0007429035002688802,0.1742 ± 0.0007,0.2825370546187827,0.002751178403715335,0.2825 ± 0.0028,254894.0,0.0,254894.0000 ± 0.0000,72017.0,701.2588680366189,72017.0000 ± 701.2589,2.2391604031356014,0.024520605546504804,2.2392 ± 0.0245,0.4015694834216817,0.0030134555571447387,0.4016 ± 0.0030,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD60,aggtail_td60,0.60,MultiVAE,3,"42,43,44",12834,254894,11779371,0.00360081,0.99639919,917.8253856942,46.2128218004,0.0198939819145619,0.0019277465401636201,0.0199 ± 0.0019,0.19893981914561895,0.019277465401636197,0.1989 ± 0.0193,0.11047261951928178,0.010601391378787897,0.1105 ± 0.0106,0.08357611615134224,0.007918168809093278,0.0836 ± 0.0079,0.07125576383385511,0.01224692317654776,0.0713 ± 0.0122,254894.0,0.0,254894.0000 ± 0.0000,18162.666666666668,3121.6672361629658,18162.6667 ± 3121.6672,5.392741084526339,0.5511017929481812,5.3927 ± 0.5511,0.19893981914561895,0.019277465401636197,0.1989 ± 0.0193,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD80,aggtail_td80,0.80,BPR,3,"42,43,44",12834,127447,9485455,0.00579918,0.99420082,739.0879694561,74.4266636327,0.03139753009223074,0.0004416651303606875,0.0314 ± 0.0004,0.31397530092230735,0.0044166513036069084,0.3140 ± 0.0044,0.17542184517798332,0.0012693815238967645,0.1754 ± 0.0013,0.1332546650918544,0.0006811921768514989,0.1333 ± 0.0007,0.31499368364888936,0.005051234698108483,0.3150 ± 0.0051,127447.0,0.0,127447.0000 ± 0.0000,40145.0,643.7647085698314,40145.0000 ± 643.7647,2.905073623052275,0.029151332562394994,2.9051 ± 0.0292,0.31397530092230735,0.0044166513036069084,0.3140 ± 0.0044,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD80,aggtail_td80,0.80,ItemKNN,3,"42,43,44",12834,127447,9485455,0.00579918,0.99420082,739.0879694561,74.4266636327,0.0692772653848158,9.15970810861629e-05,0.0693 ± 0.0001,0.692772653848158,0.0009159708108617238,0.6928 ± 0.0009,0.5359459335618496,0.0010361098405166805,0.5359 ± 0.0010,0.4864734461342246,0.0011950198819824713,0.4865 ± 0.0012,0.484902220792434,0.001361397316049673,0.4849 ± 0.0014,127447.0,0.0,127447.0000 ± 0.0000,61799.333333333336,173.50600373858344,61799.3333 ± 173.5060,2.1861243362340503,0.006898026295598893,2.1861 ± 0.0069,0.692772653848158,0.0009159708108617238,0.6928 ± 0.0009,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD80,aggtail_td80,0.80,LightGCN,3,"42,43,44",12834,127447,9485455,0.00579918,0.99420082,739.0879694561,74.4266636327,0.03290083893491741,0.00031170066909931934,0.0329 ± 0.0003,0.3290083893491741,0.0031170066909932035,0.3290 ± 0.0031,0.18593107330347122,0.0015940320546562333,0.1859 ± 0.0016,0.1423652208004248,0.0014028024712549817,0.1424 ± 0.0014,0.3095064353548272,0.0025688339870784983,0.3095 ± 0.0026,127447.0,0.0,127447.0000 ± 0.0000,39445.666666666664,327.39018515119494,39445.6667 ± 327.3902,2.8601622626736556,0.002119229637452954,2.8602 ± 0.0021,0.3290083893491741,0.0031170066909932035,0.3290 ± 0.0031,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD80,aggtail_td80,0.80,NeuMF,3,"42,43,44",12834,127447,9485455,0.00579918,0.99420082,739.0879694561,74.4266636327,0.037455057057995934,0.0002969113633456706,0.0375 ± 0.0003,0.3745505705799594,0.002969113633456709,0.3746 ± 0.0030,0.21155476212657534,0.0018717523123732349,0.2116 ± 0.0019,0.16186806935790835,0.0015476845737046837,0.1619 ± 0.0015,0.4459343884124381,0.0046415677573010995,0.4459 ± 0.0046,127447.0,0.0,127447.0000 ± 0.0000,56833.0,591.553885964753,56833.0000 ± 591.5539,1.8363327861327061,0.03986655167225156,1.8363 ± 0.0399,0.3745505705799594,0.002969113633456709,0.3746 ± 0.0030,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
Last.fm,lastfm_aggtail_noraw_20260514_081941,TD80,aggtail_td80,0.80,MultiVAE,3,"42,43,44",12834,127447,9485455,0.00579918,0.99420082,739.0879694561,74.4266636327,0.0180996300349122,0.0011137507792332365,0.0181 ± 0.0011,0.18099630034912198,0.011137507792332394,0.1810 ± 0.0111,0.09841144099278265,0.005754895623786151,0.0984 ± 0.0058,0.07340761170290637,0.0041104403036275475,0.0734 ± 0.0041,0.10524636384797863,0.013387695702693677,0.1052 ± 0.0134,127447.0,0.0,127447.0000 ± 0.0000,13413.333333333334,1706.2216542212018,13413.3333 ± 1706.2217,4.619558076827139,0.303343456843984,4.6196 ± 0.3033,0.18099630034912198,0.011137507792332394,0.1810 ± 0.0111,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000
